-0.320, 8.000
1.787, 1.000
1.055, 1.000
-0.906, 1.000
1.407, 1.000
-0.217, 0.000
1.064, 1.000
0.734, 1.000
-1.015, 2.000
0.646, 9.000
-3.812, 2.000
0.924, 2.000
0.222, 1.000
-0.392, 1.000
0.718, 5.000
-0.201, 1.000
1.666, 1.000
1.136, 3.000
0.000, 3.000
0.680, 9.000
-0.528, 1.000
0.000, 2.000
1.419, 2.000
1.037, 1.000
-0.972, 2.000
-0.403, 3.000
0.000, 7.000
1.586, 0.000
-0.304, 1.000
-0.201, 7.000
0.768, 0.000
-0.674, 1.000
1.866, 1.000
-2.562, 2.000
-0.573, 3.000
-0.197, 1.000
0.980, 0.000
-2.264, 1.000
1.350, 0.000
0.000, 2.000
-0.127, 1.000
0.000, 16.000
-0.505, 2.000
9.365, 0.000
-0.379, 5.000
1.478, 14.000
-2.324, 6.000
0.000, 11.000
1.566, 5.000
0.100, 1.000
1.011, 0.000
0.375, 4.000
1.109, 6.000
-0.450, 2.000
1.134, 2.000
-0.559, 3.000
-0.838, 17.000
-2.458, 3.000
1.378, 3.000
-1.408, 3.000
-1.050, 4.000
-0.423, 7.000
-1.212, 3.000
-1.221, 3.000
1.508, 2.000
-1.220, 2.000
1.807, 1.000
0.733, 7.000
-0.924, 1.000
-0.560, 1.000
0.720, 0.000
-0.870, 3.000
1.401, 10.000
-0.021, 3.000
1.633, 1.000
-0.088, 2.000
0.728, 14.000
-2.507, 1.000
1.483, 0.000
1.000, 20.000
11.835, 1.000
-0.089, 1.000
-0.883, 3.000
0.978, 0.000
-0.183, 1.000
1.386, 1.000
2.749, 3.000
7.398, 2.000
-2.192, 2.000
1.030, 1.000
-0.904, 11.000
-0.417, 1.000
-2.258, 10.000
-0.923, 2.000
-0.112, 0.000
0.085, 1.000
0.115, 4.000
0.651, 1.000
1.276, 4.000
-2.349, 3.000
-0.386, 1.000
-0.519, 2.000
1.393, 1.000
-3.847, 3.000
-0.256, 3.000
-0.168, 6.000
1.500, 2.000
-1.667, 1.000
0.000, 16.000
-0.613, 0.000
0.833, 1.000
-2.330, 1.000
1.365, 1.000
0.765, 1.000
-0.933, 0.000
0.707, 1.000
0.590, 1.000
-0.130, 3.000
6.193, 2.000
-0.528, 2.000
-0.081, 3.000
-0.168, 3.000
-0.244, 2.000
-0.516, 16.000
-2.127, 4.000
-0.241, 0.000
-2.607, 1.000
-0.616, 1.000
-0.105, 0.000
1.376, 1.000
-0.678, 3.000
-1.005, 2.000
-1.959, 1.000
-1.413, 2.000
-0.561, 1.000
-0.040, 1.000
-2.285, 1.000
0.245, 1.000
-1.479, 2.000
-0.402, 1.000
0.830, 1.000
1.374, 1.000
0.714, 4.000
0.248, 1.000
-1.446, 5.000
-2.633, 2.000
-1.583, 5.000
1.138, 1.000
-0.418, 8.000
1.570, 1.000
-2.083, 2.000
-1.467, 5.000
-0.511, 2.000
-0.155, 9.000
0.344, 2.000
-0.519, 9.000
0.000, 5.000
-0.866, 7.000
1.048, 4.000
-1.905, 3.000
-0.616, 1.000
0.754, 5.000
-0.127, 0.000
-0.305, 2.000
1.309, 1.000
-1.953, 2.000
0.000, 11.000
1.323, 1.000
1.162, 0.000
0.510, 1.000
-0.415, 4.000
4.667, 4.000
2.034, 0.000
-0.864, 1.000
-1.392, 2.000
-2.207, 1.000
-0.193, 2.000
-0.067, 1.000
0.028, 1.000
1.366, 5.000
-1.138, 1.000
-2.236, 6.000
-0.341, 2.000
-2.455, 3.000
-1.605, 5.000
-0.135, 5.000
-0.599, 15.000
2.066, 1.000
0.216, 1.000
-0.079, 2.000
-0.287, 2.000
-0.921, 0.000
4.992, 1.000
-0.297, 1.000
1.312, 8.000
1.719, 1.000
-0.268, 1.000
1.526, 0.000
-0.333, 1.000
-0.840, 3.000
-0.718, 0.000
-0.421, 2.000
1.140, 1.000
3.738, 6.000
-1.365, 3.000
2.780, 3.000
-0.254, 1.000
3.000, 3.000
-0.560, 1.000
0.000, 2.000
0.000, 1.000
3.290, 0.000
-1.859, 2.000
-0.144, 3.000
-2.350, 7.000
0.482, 1.000
0.000, 24.000
3.750, 13.000
-1.196, 4.000
1.396, 4.000
-0.439, 2.000
0.270, 5.000
-2.229, 4.000
-0.501, 4.000
-0.240, 2.000
-0.896, 0.000
6.937, 2.000
-2.357, 12.000
0.000, 3.000
-4.153, 1.000
1.450, 2.000
-2.368, 5.000
-2.374, 3.000
-0.444, 10.000
0.831, 3.000
-0.612, 4.000
-1.300, 6.000
-0.145, 13.000
0.245, 2.000
1.040, 2.000
1.049, 0.000
0.683, 2.000
-0.187, 1.000
-2.762, 4.000
0.853, 2.000
-1.201, 8.000
-0.691, 2.000
0.000, 9.000
1.595, 2.000
-0.358, 2.000
1.613, 1.000
-1.108, 2.000
0.776, 0.000
-0.390, 2.000
4.431, 5.000
-2.270, 1.000
1.294, 1.000
0.424, 2.000
1.106, 1.000
0.434, 2.000
4.005, 0.000
-1.429, 1.000
-0.481, 6.000
6.280, 5.000
2.307, 1.000
8.832, 1.000
1.462, 5.000
-1.954, 21.000
-0.442, 2.000
11.050, 1.000
-0.637, 16.000
-0.855, 6.000
-2.889, 3.000
-0.134, 2.000
0.422, 1.000
1.384, 0.000
-1.291, 2.000
6.774, 14.000
0.799, 1.000
0.794, 2.000
0.218, 2.000
1.850, 0.000
0.551, 3.000
0.000, 24.000
-1.085, 11.000
-0.396, 12.000
0.000, 4.000
-2.393, 2.000
8.970, 1.000
-2.480, 6.000
0.000, 6.000
-2.013, 2.000
-0.129, 1.000
0.129, 4.000
0.565, 0.000
1.044, 4.000
-0.881, 4.000
1.612, 1.000
7.205, 0.000
0.000, 1.000
-2.190, 4.000
-0.465, 24.000
-1.134, 1.000
-0.178, 6.000
1.265, 4.000
1.174, 4.000
0.000, 2.000
-0.414, 1.000
-1.705, 4.000
-0.839, 1.000
0.746, 1.000
0.000, 6.000
1.321, 1.000
-0.542, 7.000
1.205, 1.000
0.777, 2.000
0.085, 1.000
-0.840, 1.000
-0.137, 3.000
0.588, 0.000
-1.711, 1.000
-1.810, 4.000
-3.456, 4.000
-0.018, 2.000
0.539, 1.000
-1.649, 22.000
-1.675, 19.000
1.421, 2.000
1.536, 1.000
0.500, 2.000
1.574, 3.000
0.713, 10.000
0.293, 1.000
-3.891, 11.000
0.000, 10.000
-0.998, 2.000
1.185, 4.000
-0.400, 3.000
1.577, 0.000
1.231, 1.000
1.015, 1.000
-2.626, 5.000
-2.390, 3.000
1.308, 0.000
1.501, 1.000
0.864, 1.000
0.883, 0.000
-0.539, 1.000
-2.303, 3.000
-1.396, 2.000
-2.513, 2.000
-1.878, 6.000
-0.090, 1.000
0.000, 8.000
-1.000, 7.000
-0.693, 12.000
-1.072, 2.000
1.281, 4.000
-0.568, 1.000
3.494, 1.000
-0.982, 1.000
-0.360, 0.000
1.147, 13.000
-2.220, 2.000
-0.382, 0.000
-0.771, 0.000
0.272, 2.000
0.204, 0.000
-3.016, 2.000
1.440, 5.000
7.503, 2.000
-0.387, 10.000
-3.248, 2.000
0.000, 11.000
0.000, 17.000
-2.798, 2.000
-0.298, 1.000
10.348, 1.000
-0.912, 1.000
-0.345, 1.000
0.142, 1.000
-0.189, 3.000
1.479, 13.000
-2.099, 1.000
0.533, 6.000
-0.551, 3.000
-1.245, 2.000
1.246, 1.000
-0.194, 1.000
-0.171, 6.000
-2.257, 0.000
-1.166, 5.000
-1.275, 4.000
-1.474, 0.000
7.000, 3.000
-0.541, 1.000
6.903, 2.000
-1.750, 1.000
6.726, 4.000
1.492, 1.000
1.537, 2.000
-0.143, 10.000
0.000, 11.000
-0.083, 2.000
1.494, 4.000
-1.520, 9.000
-0.249, 2.000
1.409, 6.000
-0.863, 3.000
0.000, 13.000
1.153, 1.000
1.253, 1.000
1.706, 1.000
1.656, 1.000
-0.676, 1.000
-0.666, 2.000
-0.957, 6.000
-0.100, 3.000
-0.691, 0.000
-2.480, 1.000
-0.225, 1.000
0.855, 0.000
-0.833, 2.000
0.000, 17.000
-0.023, 2.000
0.814, 1.000
-0.588, 1.000
-0.375, 1.000
-0.117, 3.000
-1.250, 6.000
-2.228, 8.000
1.442, 1.000
-0.333, 2.000
0.726, 0.000
1.359, 2.000
-2.252, 2.000
0.537, 1.000
1.471, 1.000
-0.629, 3.000
3.639, 5.000
-0.679, 1.000
1.197, 2.000
-0.031, 2.000
-0.266, 3.000
-0.512, 19.000
0.000, 4.000
-1.699, 5.000
-0.593, 0.000
-2.529, 2.000
0.243, 1.000
-0.670, 0.000
-2.836, 2.000
0.240, 1.000
7.438, 4.000
-1.512, 3.000
0.000, 7.000
1.627, 2.000
-0.539, 1.000
3.060, 3.000
-1.094, 3.000
-0.056, 13.000
0.861, 0.000
-2.036, 2.000
1.356, 4.000
7.135, 2.000
-0.406, 2.000
-0.568, 2.000
0.532, 0.000
0.215, 1.000
-0.231, 4.000
-1.272, 2.000
0.089, 3.000
0.000, 2.000
-4.736, 1.000
8.688, 11.000
4.681, 2.000
-2.520, 2.000
0.576, 1.000
-0.481, 3.000
1.459, 0.000
1.214, 2.000
-0.225, 0.000
0.000, 5.000
8.994, 2.000
-2.321, 6.000
-1.034, 4.000
4.484, 5.000
-2.279, 4.000
-0.131, 3.000
0.431, 1.000
-2.310, 4.000
-0.359, 0.000
0.567, 1.000
-0.559, 3.000
-2.655, 12.000
-1.568, 2.000
-2.068, 8.000
-1.537, 2.000
1.585, 4.000
-3.111, 13.000
-3.172, 4.000
1.493, 3.000
-2.524, 1.000
0.000, 22.000
0.000, 7.000
-0.287, 1.000
-0.268, 4.000
-1.148, 3.000
0.250, 10.000
0.000, 7.000
3.750, 20.000
-0.163, 5.000
-2.330, 6.000
-0.186, 0.000
1.322, 1.000
1.736, 11.000
1.702, 3.000
-0.486, 5.000
0.604, 1.000
0.844, 1.000
4.655, 2.000
-1.150, 4.000
0.000, 3.000
1.047, 5.000
-0.037, 4.000
-0.188, 4.000
0.250, 8.000
-0.516, 2.000
1.332, 2.000
1.761, 1.000
0.250, 6.000
1.968, 0.000
-0.308, 2.000
-0.661, 4.000
0.000, 8.000
-0.496, 2.000
-0.376, 8.000
0.000, 13.000
0.773, 1.000
0.984, 1.000
1.324, 1.000
-0.643, 2.000
-1.047, 2.000
0.326, 0.000
-0.988, 8.000
-2.149, 2.000
0.930, 1.000
1.338, 1.000
0.965, 2.000
3.821, 4.000
-0.168, 2.000
-1.911, 3.000
-0.136, 4.000
1.334, 5.000
0.400, 1.000
-0.000, 1.000
0.438, 6.000
1.129, 12.000
10.042, 6.000
1.665, 2.000
1.198, 1.000
-1.198, 14.000
1.494, 3.000
0.000, 2.000
-0.941, 5.000
5.370, 1.000
1.732, 1.000
-0.508, 4.000
-1.406, 2.000
-0.982, 1.000
1.840, 2.000
0.974, 1.000
1.064, 1.000
4.898, 1.000
-2.745, 4.000
-0.887, 3.000
0.140, 0.000
-0.149, 1.000
1.550, 1.000
-2.928, 2.000
-1.786, 1.000
-1.401, 4.000
-1.719, 6.000
1.724, 7.000
1.596, 1.000
-0.363, 0.000
-1.961, 1.000
9.617, 1.000
0.713, 4.000
0.869, 2.000
-0.062, 1.000
-0.730, 2.000
-0.272, 12.000
-2.455, 3.000
1.096, 2.000
-0.354, 2.000
-0.425, 1.000
1.392, 1.000
1.003, 2.000
-1.022, 1.000
-0.593, 3.000
0.557, 1.000
0.044, 6.000
1.426, 2.000
0.621, 3.000
-1.777, 5.000
-0.323, 4.000
1.747, 1.000
0.000, 6.000
-0.510, 4.000
0.828, 1.000
-2.505, 5.000
-0.918, 20.000
1.978, 3.000
-2.259, 2.000
0.955, 1.000
0.560, 3.000
4.786, 0.000
-0.236, 2.000
-0.327, 0.000
-2.184, 2.000
1.126, 1.000
-0.102, 1.000
4.974, 3.000
-1.325, 0.000
-0.402, 12.000
8.232, 3.000
1.481, 0.000
4.316, 2.000
0.197, 1.000
-2.527, 22.000
1.103, 1.000
-0.811, 3.000
-0.208, 2.000
0.961, 1.000
1.406, 8.000
-0.405, 3.000
1.400, 1.000
1.343, 1.000
-2.000, 2.000
-2.200, 4.000
0.485, 1.000
5.177, 10.000
0.141, 1.000
-0.403, 1.000
5.920, 2.000
-2.207, 3.000
-1.573, 2.000
-1.150, 2.000
7.931, 4.000
0.750, 4.000
0.830, 1.000
0.752, 4.000
0.275, 4.000
0.000, 2.000
-0.374, 6.000
1.061, 3.000
-0.113, 4.000
0.000, 8.000
1.329, 1.000
-0.410, 1.000
0.637, 1.000
-0.182, 1.000
-0.164, 1.000
-1.663, 2.000
4.852, 3.000
-0.333, 2.000
10.691, 5.000
1.360, 1.000
-0.552, 4.000
-1.429, 12.000
-0.634, 3.000
-1.170, 2.000
10.618, 0.000
1.325, 11.000
0.939, 5.000
-1.563, 5.000
0.656, 1.000
-0.520, 2.000
-0.326, 1.000
-0.574, 5.000
-0.645, 3.000
-0.137, 1.000
-1.517, 3.000
0.000, 2.000
-0.578, 3.000
-2.352, 3.000
7.317, 1.000
0.133, 8.000
1.563, 4.000
0.235, 14.000
-2.328, 7.000
-2.453, 2.000
-0.381, 1.000
1.018, 1.000
0.000, 7.000
-0.388, 3.000
1.396, 1.000
-2.434, 4.000
5.067, 3.000
-0.109, 1.000
1.502, 2.000
-2.600, 2.000
-0.838, 1.000
-0.124, 9.000
1.113, 1.000
-2.465, 3.000
8.219, 1.000
-0.909, 0.000
0.147, 4.000
0.096, 0.000
0.879, 9.000
-0.431, 0.000
-0.436, 1.000
0.647, 1.000
7.246, 4.000
1.246, 1.000
-2.374, 3.000
1.503, 0.000
1.279, 2.000
-0.266, 1.000
0.442, 2.000
1.071, 2.000
10.193, 1.000
1.462, 2.000
1.297, 0.000
-0.439, 0.000
-0.373, 2.000
1.791, 1.000
0.470, 2.000
1.598, 1.000
-0.627, 2.000
-0.071, 6.000
6.497, 3.000
-0.428, 1.000
-0.267, 1.000
4.515, 1.000
-2.274, 6.000
-0.487, 1.000
0.778, 1.000
-1.109, 1.000
-0.296, 1.000
-0.574, 7.000
1.499, 2.000
4.080, 1.000
0.000, 16.000
-2.241, 5.000
0.000, 6.000
-3.121, 2.000
1.221, 2.000
0.861, 2.000
-0.764, 5.000
-3.401, 4.000
0.899, 2.000
-0.673, 7.000
0.583, 1.000
-2.032, 3.000
5.183, 0.000
-0.526, 1.000
2.297, 1.000
-0.181, 1.000
-0.520, 7.000
-0.216, 6.000
-0.542, 3.000
0.657, 2.000
0.464, 1.000
10.678, 1.000
-0.494, 2.000
3.902, 1.000
2.753, 1.000
1.323, 5.000
0.965, 0.000
0.000, 3.000
9.069, 1.000
-0.178, 5.000
-2.521, 2.000
-1.163, 3.000
-0.926, 2.000
-0.801, 1.000
4.000, 19.000
-1.640, 24.000
-0.447, 10.000
-2.328, 7.000
0.246, 0.000
1.025, 1.000
0.000, 24.000
-0.810, 2.000
0.000, 3.000
0.000, 2.000
1.077, 7.000
0.000, 16.000
-0.289, 1.000
-0.743, 4.000
0.856, 2.000
-2.716, 2.000
-1.603, 2.000
1.496, 7.000
1.830, 1.000
1.215, 5.000
-1.351, 6.000
-0.551, 4.000
-0.149, 1.000
-1.551, 1.000
1.574, 2.000
-0.264, 2.000
0.184, 1.000
0.954, 1.000
-1.433, 5.000
1.014, 4.000
-0.058, 1.000
0.000, 2.000
2.489, 4.000
-2.377, 2.000
7.593, 6.000
-0.341, 3.000
0.688, 3.000
1.860, 2.000
-0.378, 2.000
-3.273, 3.000
-0.835, 4.000
-0.903, 3.000
1.120, 0.000
0.821, 2.000
-0.667, 2.000
-0.892, 3.000
-2.309, 8.000
0.591, 12.000
-0.896, 1.000
0.000, 0.000
0.000, 4.000
0.024, 2.000
-1.235, 10.000
-0.090, 3.000
6.430, 1.000
-2.859, 25.000
-1.966, 2.000
0.000, 31.000
1.447, 1.000
-0.725, 2.000
7.365, 9.000
-0.871, 0.000
7.461, 2.000
1.443, 2.000
-0.505, 2.000
6.100, 1.000
-1.324, 2.000
1.341, 1.000
1.285, 0.000
3.349, 2.000
0.000, 3.000
0.915, 2.000
-0.812, 0.000
-0.774, 11.000
-0.383, 1.000
0.989, 1.000
0.075, 1.000
-0.611, 1.000
-0.135, 1.000
0.800, 0.000
1.620, 1.000
0.801, 0.000
-2.458, 10.000
1.484, 5.000
1.159, 2.000
-1.438, 2.000
0.803, 1.000
1.363, 4.000
1.397, 1.000
2.017, 2.000
0.567, 1.000
-0.791, 1.000
-0.248, 2.000
0.699, 1.000
-0.537, 0.000
1.342, 1.000
0.702, 2.000
-0.123, 1.000
0.379, 1.000
-2.614, 1.000
-0.650, 2.000
1.651, 4.000
-0.889, 2.000
-0.699, 1.000
1.024, 1.000
