0, [3, 32, 512, 0.001, 1e-06]
43, [3, 64, 1024, 0.01, 1e-06]
44, [3, 32, 1024, 0.001, 1e-06]
45, [3, 64, 1024, 0.001, 1e-06]
46, [3, 64, 512, 0.001, 1e-05]
47, [3, 32, 1024, 0.001, 1e-06]
48, [3, 32, 1024, 0.01, 1e-06]
49, [3, 32, 512, 0.01, 1e-06]
50, [3, 64, 1024, 0.01, 1e-05]
51, [3, 32, 512, 0.001, 1e-06]
52, [3, 64, 128, 0.01, 1e-06]
53, [3, 32, 512, 0.001, 1e-06]
54, [3, 64, 512, 0.001, 1e-05]
55, [3, 64, 1024, 0.01, 1e-05]
56, [3, 64, 1024, 0.01, 1e-05]
57, [3, 64, 512, 0.001, 1e-06]
58, [3, 64, 128, 0.001, 1e-06]
59, [3, 32, 128, 0.001, 1e-05]
60, [3, 64, 128, 0.001, 1e-05]
61, [3, 32, 1024, 0.001, 1e-05]
62, [3, 64, 512, 0.001, 1e-05]
63, [3, 32, 512, 0.01, 1e-05]
64, [3, 32, 128, 0.01, 1e-06]
65, [3, 64, 128, 0.01, 1e-06]
66, [3, 32, 512, 0.01, 1e-06]
67, [3, 32, 1024, 0.01, 1e-06]
68, [3, 32, 1024, 0.01, 1e-05]
69, [3, 32, 256, 0.001, 1e-06]
70, [3, 64, 512, 0.01, 1e-06]
71, [3, 32, 128, 0.001, 1e-06]
72, [3, 32, 512, 0.001, 1e-06]
73, [3, 64, 512, 0.01, 1e-05]
74, [3, 32, 512, 0.001, 1e-05]
75, [3, 32, 128, 0.001, 1e-06]
76, [3, 64, 512, 0.01, 1e-05]
77, [3, 64, 512, 0.01, 1e-06]
78, [3, 64, 128, 0.001, 1e-05]
79, [3, 32, 1024, 0.01, 1e-05]
80, [3, 64, 128, 0.01, 1e-05]
81, [3, 64, 512, 0.01, 1e-06]
82, [3, 32, 512, 0.01, 1e-05]
83, [3, 64, 512, 0.01, 1e-05]
84, [3, 32, 128, 0.001, 1e-06]
85, [3, 64, 512, 0.001, 1e-06]
86, [3, 32, 1024, 0.01, 1e-05]
87, [3, 64, 128, 0.001, 1e-05]
88, [3, 32, 512, 0.001, 1e-06]
89, [3, 64, 512, 0.001, 1e-05]
90, [3, 64, 512, 0.01, 1e-06]
91, [3, 32, 1024, 0.01, 1e-06]
92, [3, 32, 512, 0.001, 1e-05]
93, [3, 64, 128, 0.001, 1e-05]
94, [3, 64, 128, 0.001, 1e-05]
95, [3, 32, 512, 0.001, 1e-05]
96, [3, 64, 512, 0.001, 1e-05]
97, [3, 32, 512, 0.01, 1e-05]
98, [3, 32, 512, 0.001, 1e-06]
99, [3, 64, 128, 0.001, 1e-05]
100, [3, 64, 128, 0.001, 1e-05]
101, [3, 64, 512, 0.001, 1e-06]
102, [3, 64, 1024, 0.01, 1e-06]
103, [3, 32, 1024, 0.01, 1e-06]
104, [3, 32, 512, 0.001, 1e-05]
105, [3, 64, 128, 0.01, 1e-05]
106, [3, 32, 512, 0.01, 1e-06]
107, [3, 64, 512, 0.01, 1e-06]
108, [3, 32, 512, 0.001, 1e-06]
109, [3, 32, 512, 0.01, 1e-06]
110, [3, 64, 512, 0.01, 1e-06]
111, [3, 32, 1024, 0.001, 1e-06]
112, [3, 32, 512, 0.001, 1e-06]
113, [3, 32, 512, 0.001, 1e-06]
114, [3, 32, 512, 0.01, 1e-05]
115, [3, 64, 128, 0.01, 1e-05]
116, [3, 64, 128, 0.001, 1e-05]
117, [3, 32, 512, 0.001, 1e-06]
118, [3, 32, 512, 0.001, 1e-05]
119, [3, 32, 1024, 0.01, 1e-06]
120, [3, 64, 128, 0.01, 1e-05]
121, [3, 32, 512, 0.001, 1e-06]
122, [3, 32, 1024, 0.001, 1e-05]
123, [3, 64, 128, 0.001, 1e-05]
124, [3, 64, 512, 0.001, 1e-06]
