375, [3, 64, 128, 0.01, 1e-06]
481, [3, 64, 1024, 0.001, 1e-05]
482, [3, 32, 512, 0.01, 1e-06]
483, [3, 32, 512, 0.001, 1e-06]
484, [3, 32, 128, 0.01, 1e-05]
485, [3, 64, 512, 0.001, 1e-06]
486, [3, 64, 128, 0.001, 1e-05]
487, [3, 64, 128, 0.01, 1e-06]
488, [3, 32, 256, 0.01, 1e-05]
489, [3, 64, 128, 0.001, 1e-05]
490, [3, 32, 1024, 0.01, 1e-05]
491, [3, 64, 512, 0.01, 1e-06]
492, [3, 64, 512, 0.001, 1e-06]
493, [3, 64, 1024, 0.001, 1e-05]
494, [3, 32, 512, 0.01, 1e-06]
495, [3, 64, 512, 0.001, 1e-06]
496, [3, 32, 1024, 0.01, 1e-05]
497, [3, 64, 512, 0.001, 1e-06]
498, [3, 32, 128, 0.01, 1e-06]
499, [3, 64, 256, 0.01, 1e-05]
